9.971072521068251149e+00 9.971072521068251149e+00 9.971072521068251149e+00
1.375700245899267093e+00 1.322286051110340033e+00 1.333117750839061033e+00
1.335705922455950878e+00 1.252672580804555347e+00 1.292453082441793910e+00
1.312839200472778023e+00 1.187912264587681399e+00 1.254713279991433783e+00
1.294718735158373768e+00 1.128060142525263432e+00 1.220353999313573023e+00
1.277597386853251971e+00 1.081257203552432600e+00 1.187556113694624216e+00
1.264604369478677492e+00 1.035024863836338183e+00 1.159049515766858107e+00
1.250578504949144465e+00 9.945090275562098459e-01 1.131025010592124680e+00
1.238088639234126154e+00 9.588422578637902927e-01 1.102110630087361098e+00
1.223790785554331517e+00 9.272051655221047461e-01 1.077982044863075028e+00
1.087437940538150238e+00 8.921827659770507069e-01 9.886999311203099605e-01
9.622649592054808299e-01 8.599156700190009328e-01 9.064940888467721836e-01
8.699555637730900237e-01 8.300731132104067767e-01 8.306831815382302864e-01
7.983479525695006407e-01 8.028625080681012216e-01 7.609986273230362475e-01
7.327640220453320863e-01 7.785996244995924132e-01 6.966824389200988454e-01
6.732003197839658837e-01 7.549915160148157334e-01 6.592949887430238354e-01
6.339329856145629050e-01 7.326393825273181948e-01 6.486365482778909675e-01
6.244259307743557086e-01 7.112377041097680541e-01 6.382497902626239616e-01
6.156926970437776037e-01 7.036522439011719809e-01 6.290116137999893775e-01
5.593262816744548616e-01 6.734340422462811171e-01 5.748176508178047817e-01
5.592231155284761446e-01 6.455014082161701916e-01 5.246525729116571224e-01
5.629184712260282275e-01 6.198017022020771982e-01 5.216516894961481521e-01
5.671301380819018245e-01 5.956065153786004318e-01 5.331582296352120887e-01
5.714596996129133188e-01 5.732406589512768491e-01 5.446240554998394989e-01
5.756839911485576167e-01 5.532501954843572767e-01 5.533195303504170326e-01
5.777767086508864836e-01 5.333214604378027079e-01 5.635813165002427905e-01
5.808008103249693299e-01 5.358571531005682509e-01 5.740987629425980954e-01
5.843432413167213291e-01 5.509802614758240180e-01 5.826646436303445364e-01
5.213341874730936798e-01 5.371066979140980413e-01 5.410396911147867804e-01
4.891908515288768688e-01 5.242361802087280864e-01 5.023589006547448665e-01
4.684598555919932128e-01 5.122801510921589641e-01 4.671620644513032605e-01
4.893455028586014555e-01 5.003510172240575038e-01 4.342744652492377400e-01
5.090809753772203017e-01 5.192883902389037187e-01 4.094609961641537121e-01
5.272255677446765487e-01 5.496504789661833534e-01 4.164622954148113898e-01
5.515819167433217984e-01 5.781958950090372307e-01 4.605495321687155807e-01
5.777034553720666876e-01 6.051432028291023890e-01 5.014947702258570894e-01
6.022995750267726711e-01 6.289338033745726086e-01 5.399018250430779320e-01
5.647985751288773226e-01 5.675204900799509788e-01 4.988216581723586840e-01
5.303085973740155890e-01 5.110471379644825340e-01 4.602574425259053914e-01
4.985440346218983354e-01 4.884730438970610877e-01 4.239566722608090199e-01
4.765886915971466742e-01 4.987000346612954216e-01 4.369224586756788598e-01
4.705717465479154482e-01 5.077276809449613459e-01 4.510115625029903486e-01
4.843034385831025967e-01 5.168965677812502602e-01 4.641766911693457343e-01
5.029120943198013283e-01 5.247293728989824713e-01 4.858220171497251161e-01
5.203248992945668228e-01 5.323230937057261691e-01 5.195019181719708889e-01
5.363867579737858771e-01 5.405689400336340933e-01 5.523272597326422950e-01
4.841346570336446664e-01 4.934253625060360804e-01 5.222732239708739455e-01
4.352982715148033255e-01 4.542091308315252540e-01 4.942401969888363666e-01
4.426593331680807042e-01 4.648779918059559590e-01 4.696599174716638014e-01
4.555830858254948934e-01 4.745249362411917415e-01 4.584037043644987874e-01
4.670340197114715153e-01 4.830263009468204749e-01 4.482941411955684852e-01
4.776160993119890064e-01 4.914925229745910062e-01 4.415118373086317494e-01
4.891413427873512187e-01 4.998868365940176695e-01 4.765248996826462191e-01
5.005702610466331581e-01 5.079161018064962674e-01 5.083771274060728818e-01
5.104908170384402366e-01 5.203165689019144668e-01 5.397968522080693887e-01
4.718785453379202854e-01 5.017500377904415831e-01 5.497994199774972612e-01
4.452695249300571145e-01 4.842779303442398264e-01 5.592822631775377085e-01
4.893863628029088142e-01 4.681067528676141620e-01 5.683224885473516785e-01
5.298479146197416778e-01 4.530592633321836593e-01 5.760350134714435910e-01
5.669649714665949691e-01 4.386062807661565977e-01 5.834092582174853492e-01
6.016264340646985120e-01 4.260461128507276873e-01 5.901643468690322969e-01
6.332931335718845478e-01 4.257158239763537688e-01 5.953666181807139024e-01
6.625081507391180624e-01 4.513009275347235061e-01 6.024494179245762915e-01
6.892242800762510280e-01 4.838050036822902911e-01 6.072280668219625088e-01
6.079190963798286607e-01 4.420876960077355644e-01 5.512608877664098017e-01
5.311627891763877063e-01 4.032573749141504793e-01 4.996743930826454960e-01
4.624465361456017720e-01 3.782551868207852941e-01 4.838417981195795026e-01
4.265011735903878054e-01 3.742673822996853694e-01 5.024289409823148311e-01
4.016092810820811598e-01 3.849272925926731093e-01 5.197970769340607422e-01
